# Declared absences: series files a target legitimately builds no object from.
#
# scripts/checkseries.sh compiles every translation unit the patch series
# touches. A unit that produces no object on a target is not automatically a
# pass any more -- "this file does not apply here" and "nobody checked this
# file" were the same word until the ffmpeg codec list showed what that costs,
# so an absence has to be accounted for or the gate fails as `unexplained`.
#
# Two of the four accounts are derived and never appear here:
#
#   compiles      an object was produced from the file.
#   include-only  the file is no translation unit of its own, and an object
#                 this gate compiled recorded reading it. Verified from the
#                 compiler's own dependencies, so it is not a declaration
#                 anyone can get wrong.
#
# The other two are human statements about a build configuration, which no
# build graph can distinguish from an oversight, so they are written down here
# and reviewed:
#
#   platform      the GN condition that selects the file excludes this target.
#   config        this build's configuration excludes it, e.g. a GN arg.
#
# FORMAT  path <TAB> target-globs <TAB> category <TAB> evidence
#
#   target-globs  comma-separated fnmatch patterns over the gate target name
#                 ("windows-*", "linux-arm64"). List only the targets the
#                 absence is expected on: a declaration matching a target that
#                 does compile the file is stale and fails the gate, which is
#                 what stops this file from rotting into a blanket exemption.
#   evidence      the GN condition or patch that scopes the file. It must be
#                 something a reader can open and check.
#
# Checked in both directions: a missing row fails the run as unexplained, and
# a row this run disproves fails it as stale.

# ---------------------------------------------------------------- base, content
third_party/ffmpeg/chromium/config/Chrome/linux/x64/libavcodec/codec_list.c	windows-*,macos-*	platform	only a Linux x64 toolchain puts chromium/config/Chrome/linux/x64 on the ffmpeg include path (third_party/ffmpeg/BUILD.gn:14 with os_config/ffmpeg_arch from ffmpeg_options.gni). NOT absent on linux-arm64: that target cross-compiles on an x64 host and builds allcodecs.c twice, so the x64 host toolchain reads this copy while the arm64 target toolchain reads linux/arm64
third_party/ffmpeg/chromium/config/Chrome/linux/x64/libavcodec/parser_list.c	windows-*,macos-*	platform	only a Linux x64 toolchain puts chromium/config/Chrome/linux/x64 on the ffmpeg include path (third_party/ffmpeg/BUILD.gn:14 with os_config/ffmpeg_arch from ffmpeg_options.gni). NOT absent on linux-arm64: that target cross-compiles on an x64 host and builds parsers.c twice, so the x64 host toolchain reads this copy while the arm64 target toolchain reads linux/arm64
third_party/ffmpeg/chromium/config/Chrome/linux/arm64/libavcodec/codec_list.c	linux-x64,windows-*,macos-*	platform	only linux-arm64 puts chromium/config/Chrome/linux/arm64 on the ffmpeg include path (ffmpeg_arch follows current_cpu); every other target reads its own config directory's codec_list.c
third_party/ffmpeg/chromium/config/Chrome/linux/arm64/libavcodec/parser_list.c	linux-x64,windows-*,macos-*	platform	only linux-arm64 puts chromium/config/Chrome/linux/arm64 on the ffmpeg include path (ffmpeg_arch follows current_cpu); every other target reads its own config directory's parser_list.c
third_party/ffmpeg/chromium/config/Chrome/win/x64/libavcodec/codec_list.c	linux-*,macos-*	platform	only windows-x64 puts chromium/config/Chrome/win/x64 on the ffmpeg include path (os_config is "win" because build/args/windows-x64.gn:5 sets is_clang, not "win-msvc"); every other target reads its own config directory's codec_list.c
third_party/ffmpeg/chromium/config/Chrome/win/x64/libavcodec/parser_list.c	linux-*,macos-*	platform	only windows-x64 puts chromium/config/Chrome/win/x64 on the ffmpeg include path (os_config is "win" because build/args/windows-x64.gn:5 sets is_clang, not "win-msvc"); every other target reads its own config directory's parser_list.c
third_party/ffmpeg/libavcodec/hevc/autorename_libavcodec_hevc_cabac.c	macos-*	platform	ffmpeg_c_sources gains it from patches/0061 under `current_cpu == "x64" && os_config == "linux"` and from patches/0109 under `(x64 && os_config == "win") || (arm64 && os_config == "linux")`; macOS matches neither, os_config being "mac"
third_party/ffmpeg/libavcodec/hevc/autorename_libavcodec_hevc_parse.c	macos-*	platform	ffmpeg_c_sources gains it from patches/0061 under `current_cpu == "x64" && os_config == "linux"` and from patches/0109 under `(x64 && os_config == "win") || (arm64 && os_config == "linux")`; macOS matches neither, os_config being "mac"
third_party/ffmpeg/libavcodec/hevc/autorename_libavcodec_hevc_parser.c	macos-*	platform	ffmpeg_c_sources gains it from patches/0061 under `current_cpu == "x64" && os_config == "linux"` and from patches/0109 under `(x64 && os_config == "win") || (arm64 && os_config == "linux")`; macOS matches neither, os_config being "mac"

# ----------------------------------------------------------------------- ozone
# //ui/ozone asserts use_ozone at BUILD.gn:12 and build/config/ozone.gni:11
# sets `use_ozone = is_chromeos || is_fuchsia || is_linux`, so on Windows and
# macOS the platform/headless subtree is never instantiated at all.
ui/ozone/platform/headless/headless_screen.cc	windows-*,macos-*	platform	ui/ozone/BUILD.gn:12 asserts use_ozone, which build/config/ozone.gni:11 sets to `is_chromeos || is_fuchsia || is_linux`
ui/ozone/platform/headless/headless_window.cc	windows-*,macos-*	platform	ui/ozone/BUILD.gn:12 asserts use_ozone, which build/config/ozone.gni:11 sets to `is_chromeos || is_fuchsia || is_linux`
ui/ozone/platform/headless/headless_window_unittest.cc	windows-*,macos-*	platform	ui/ozone/platform/headless/BUILD.gn:65 declares headless_unittests under `if (enable_vulkan && (is_linux || is_fuchsia))`
